From Date,To Date,PM2.5,PM10,NO,NO2,SO2,CO,Ozone,RH,WS,WD,AT
29-03-2022 08:00,29-03-2022 09:00,60.47,251.48,141.81,5.9,9.16,0.77,3.67,81.71,0.76,134.58,28.75
29-03-2022 09:00,29-03-2022 10:00,58.2,190.19,128.16,12.13,8.29,0.72,7.61,68.49,0.76,208.36,31.86
29-03-2022 10:00,29-03-2022 11:00,58.42,207.12,110.03,24.88,7.81,0.71,10.71,59.84,0.93,253.69,34.06
29-03-2022 11:00,29-03-2022 12:00,62.58,218,86.84,41.38,8.02,0.78,15.65,61.93,0.95,269.55,34.36
29-03-2022 12:00,29-03-2022 13:00,52.23,None,51.26,53.62,5.87,0.7,19.77,60.38,1.06,267.18,34.72
29-03-2022 13:00,29-03-2022 14:00,40.13,149.81,34.15,48.96,10.49,0.73,18.62,54.22,1.44,269.34,35.1
29-03-2022 14:00,29-03-2022 15:00,35.54,133.38,34.57,37.97,12.07,0.75,13.36,47.79,1.32,277.44,36.43
29-03-2022 15:00,29-03-2022 16:00,39.13,166.97,33.71,45.64,12.37,0.78,7.77,40.7,1.27,275.57,37.2
29-03-2022 16:00,29-03-2022 17:00,42.6,163.89,45.21,37.02,10.38,0.75,2.53,33.36,1.25,275.86,37.01
29-03-2022 17:00,29-03-2022 18:00,36.53,154.5,62.37,27.15,11.72,0.71,3.86,34.83,1.24,291.72,35.38
29-03-2022 18:00,29-03-2022 19:00,39.08,198.88,55.41,26.68,11.19,0.71,4.61,45.47,0.8,277.18,32.53
29-03-2022 19:00,29-03-2022 20:00,44.13,184.95,71.86,23.2,11.88,0.75,3.15,54.97,0.47,262.12,30.84
29-03-2022 20:00,29-03-2022 21:00,48.4,178.77,82.5,18.69,12.64,0.78,2.76,65.69,0.46,233.65,29.73
29-03-2022 21:00,29-03-2022 22:00,43.2,157.67,91.98,15.79,13.34,0.79,2.14,79.49,0.51,275.88,29.02
29-03-2022 22:00,29-03-2022 23:00,41.27,128.03,91.85,15.29,12.85,0.85,1.52,84.36,0.86,300.46,28.33
29-03-2022 23:00,30-03-2022 00:00,41.2,131.07,87.76,15.24,13.29,0.83,1.6,84.58,0.99,310.44,28.02
30-03-2022 00:00,30-03-2022 01:00,38.47,140.05,88.22,13.23,11.98,0.79,1.69,83.19,0.47,270.43,27.75
30-03-2022 01:00,30-03-2022 02:00,41.27,144.69,95.54,8.56,13.05,0.63,2.09,84.5,0.43,139.46,27.17
30-03-2022 02:00,30-03-2022 03:00,51.65,206.06,100.55,6.08,13.7,0.67,2.12,84,0.32,206.73,26.68
30-03-2022 03:00,30-03-2022 04:00,52.53,212.6,104.75,3.86,13.54,0.64,2.38,82.7,0.3,189.92,26.36
30-03-2022 04:00,30-03-2022 05:00,63.4,353.32,109.99,1.13,13.61,0.62,3.11,81.65,0.28,184.88,26.18
30-03-2022 05:00,30-03-2022 06:00,64.33,234.69,None,None,13.59,None,None,None,None,None,None
30-03-2022 06:00,30-03-2022 07:00,69.15,295,None,None,14.14,None,3.86,None,None,None,None
30-03-2022 07:00,30-03-2022 08:00,56,205.91,None,None,14.31,None,None,None,None,None,None
30-03-2022 08:00,30-03-2022 09:00,51.93,197.83,None,None,None,None,None,None,None,None,None
30-03-2022 09:00,30-03-2022 10:00,49.78,183.71,None,None,None,None,None,None,None,None,None
30-03-2022 10:00,30-03-2022 11:00,69,246.88,None,None,12.74,None,None,None,None,None,None
30-03-2022 11:00,30-03-2022 12:00,62.67,235.37,None,None,13.46,None,16.29,None,None,None,None
30-03-2022 12:00,30-03-2022 13:00,48.93,178.85,None,None,13.9,None,None,None,None,None,None
30-03-2022 13:00,30-03-2022 14:00,44.4,165.66,51.54,38.68,13.07,0.68,15.76,59.43,1,271.29,34.61
30-03-2022 14:00,30-03-2022 15:00,38.4,135.06,35.86,41.88,10.7,0.62,15.77,54.27,1.29,278.13,35.45
30-03-2022 15:00,30-03-2022 16:00,34.8,139.86,28.83,41.7,5.44,0.55,11.95,54.2,1.04,277.8,35.64
30-03-2022 16:00,30-03-2022 17:00,35.93,126,32.57,35.1,6.29,0.48,4.86,57.68,0.96,267.44,35.17
30-03-2022 17:00,30-03-2022 18:00,34.33,126.02,50.68,25.06,6.14,0.53,2.66,59.34,0.85,269.89,34.02
30-03-2022 18:00,30-03-2022 19:00,36.67,128.15,45.75,23.54,6.89,0.58,1.35,64.75,0.54,256.73,31.07
30-03-2022 19:00,30-03-2022 20:00,33.8,140.97,68.15,21.89,8.1,0.66,1.75,72.03,0.35,241.08,29.22
30-03-2022 20:00,30-03-2022 21:00,36,137.85,81.75,16.5,8.77,0.74,1.19,79.92,0.35,259.15,28.39
30-03-2022 21:00,30-03-2022 22:00,34.93,124.91,91.85,15.89,9.26,0.76,1.09,84.47,0.39,262.74,27.96
30-03-2022 22:00,30-03-2022 23:00,32,116.03,97.01,11.56,9.21,0.84,1.35,86.69,0.45,255.98,27.71
30-03-2022 23:00,31-03-2022 00:00,34.11,119.08,97.75,9.89,9.43,0.89,1.45,85.87,0.39,159.28,27.19
31-03-2022 00:00,31-03-2022 01:00,41.33,129.83,99.84,7.37,9.21,0.81,1.71,85.58,0.44,121.13,27.04
31-03-2022 01:00,31-03-2022 02:00,44.73,203.65,107.52,7.06,9.62,0.87,2.02,86.41,0.41,124.51,26.78
31-03-2022 02:00,31-03-2022 03:00,44.53,172.5,114.26,5.22,10.97,0.89,2.28,88.24,0.34,180.67,26.1
31-03-2022 03:00,31-03-2022 04:00,45.2,216.11,127.32,2.81,11.36,0.93,2.21,86.36,0.49,289.01,25.49
31-03-2022 04:00,31-03-2022 05:00,41.67,153.25,142.7,0.72,12.67,1.13,2.16,87.15,0.35,219.25,25.23
31-03-2022 05:00,31-03-2022 06:00,40.97,176.27,155.72,0.72,13.14,1.16,2.5,86.01,0.35,117.74,25.05
31-03-2022 06:00,31-03-2022 07:00,50.87,207.88,167.88,0.08,13.89,1.17,3.69,85.45,0.36,137.9,25.15
31-03-2022 07:00,31-03-2022 08:00,51.47,196.39,172.03,1.17,13.26,1.1,2.25,84.88,0.37,171.44,26.33
31-03-2022 08:00,31-03-2022 09:00,34.2,141.45,162.34,1.4,12.71,0.96,2.28,80.76,0.82,172.86,28.16
31-03-2022 09:00,31-03-2022 10:00,27.93,93.72,143.92,10.85,10.96,0.89,3.84,67.91,0.9,173.68,31.85
31-03-2022 10:00,31-03-2022 11:00,44.07,157.21,123.52,22.23,10.67,0.82,3.83,66.56,0.85,278.26,33
31-03-2022 11:00,31-03-2022 12:00,32.53,100.94,89.97,30.54,11.66,0.69,5.94,67.01,0.89,270.32,32.83
31-03-2022 12:00,31-03-2022 13:00,24.08,95.92,50.92,38.33,7.11,0.48,10.94,66.34,0.94,261.14,32.94
31-03-2022 13:00,31-03-2022 14:00,26.53,88.94,42.83,34.95,9.42,0.46,10.13,61.49,1.35,256.78,33.29
31-03-2022 14:00,31-03-2022 15:00,28.53,84.64,35.45,33,6.96,0.42,7.33,54.26,1.66,271.79,34.15
31-03-2022 15:00,31-03-2022 16:00,35.33,142.49,39.39,26.62,10.53,0.4,6.89,48.84,1.59,271.32,34.77
31-03-2022 16:00,31-03-2022 17:00,52.13,186.19,42.07,27.86,13.35,0.49,9.6,50.03,1.13,281.36,34.46
31-03-2022 17:00,31-03-2022 18:00,64.73,202.85,39.11,26.57,12.8,0.48,8.05,58.27,0.83,275.2,32.54
31-03-2022 18:00,31-03-2022 19:00,53.27,190.34,44.99,23.69,13.24,0.52,6.17,68.06,0.54,269.56,29.75
31-03-2022 19:00,31-03-2022 20:00,52.38,221.23,62.25,19.47,13.57,0.59,2.1,73.86,0.33,236.19,28.38
31-03-2022 20:00,31-03-2022 21:00,50.4,241.6,75,15.5,15.24,0.65,2.7,79.61,0.31,230.57,27.47
31-03-2022 21:00,31-03-2022 22:00,57.53,206.17,86.17,13.11,15.67,0.72,1.77,82.02,0.29,228.56,27.02
31-03-2022 22:00,31-03-2022 23:00,58.47,218.27,98.91,10.42,14.2,0.73,1.81,82.76,0.5,278.43,26.95
31-03-2022 23:00,01-04-2022 00:00,60.73,242.47,110.32,5.18,15.98,0.82,1.94,83.78,0.5,215.67,26.57
01-04-2022 00:00,01-04-2022 01:00,71,297.49,116.38,7.96,16.15,0.88,1.98,85.68,0.51,156.08,26.02
01-04-2022 01:00,01-04-2022 02:00,69.93,260.91,119.49,4.3,15.53,0.87,2.04,87.28,0.52,240.7,25.38
01-04-2022 02:00,01-04-2022 03:00,67.33,252.89,124.01,2.34,14.92,0.89,1.8,88.57,0.4,151.55,24.91
01-04-2022 03:00,01-04-2022 04:00,66.38,242.87,124.31,2.37,14.48,0.81,2.06,85.57,0.48,190.22,24.41
01-04-2022 04:00,01-04-2022 05:00,66.27,231.48,126.86,2.05,14.08,0.81,3.01,83.04,0.28,150.41,24.02
01-04-2022 05:00,01-04-2022 06:00,73.73,273.75,132.62,1.25,14.68,0.79,2.81,84.74,0.32,224.41,23.73
01-04-2022 06:00,01-04-2022 07:00,73.81,244.21,143.27,0.04,15.15,0.88,2.58,85.02,0.35,244.43,23.49
01-04-2022 07:00,01-04-2022 08:00,76.53,263.43,160.44,None,15.72,0.99,3.52,82.05,0.55,145.12,24.57
01-04-2022 08:00,01-04-2022 09:00,78.53,302.01,169.58,1.7,15.73,1.03,4.29,72.73,0.6,156.04,27.32
01-04-2022 09:00,01-04-2022 10:00,82.11,303.39,165.41,5.82,17.22,1.04,9.93,56.69,0.62,201.59,31.63
01-04-2022 10:00,01-04-2022 11:00,90.4,338.09,150.02,13.04,16.59,1.13,17.84,44.62,1.19,269.71,33.79
01-04-2022 11:00,01-04-2022 12:00,94.87,346.02,120.33,28.55,15.36,1.06,24.82,47.94,1.2,265.23,34.44
01-04-2022 12:00,01-04-2022 13:00,89.36,347.55,98.12,34.97,15.82,0.97,15.32,52.28,1.25,260.3,34.73
01-04-2022 13:00,01-04-2022 14:00,91.33,307.28,79.86,25.9,15.61,0.85,11.59,52.16,1.24,275.83,34.57
01-04-2022 14:00,01-04-2022 15:00,96.33,335.11,68.25,23.62,15.37,0.67,10.58,51.26,1.42,274.2,34.76
01-04-2022 15:00,01-04-2022 16:00,100,344.8,67.34,21.56,13.09,0.61,8.05,43.66,1.16,278.42,35.49
01-04-2022 16:00,01-04-2022 17:00,97.16,329.91,66.15,21.59,13.66,0.56,9.71,51.7,1.15,271.26,35.07
01-04-2022 17:00,01-04-2022 18:00,93.62,321.92,46.22,21.09,15.23,0.53,5.14,61.21,0.86,288.62,31.81
01-04-2022 18:00,01-04-2022 19:00,98,316.17,53.16,19.62,13.64,0.52,4.94,68.28,0.75,290.73,29.9
01-04-2022 19:00,01-04-2022 20:00,98,328.07,65.52,15.67,12.92,0.51,2.82,77.34,0.69,295.12,28.24
01-04-2022 20:00,01-04-2022 21:00,96.65,336.8,70.76,14.21,13.3,0.58,1.72,81.28,0.47,274.71,27.7
01-04-2022 21:00,01-04-2022 22:00,91.67,318.78,85.79,10.64,14.9,0.67,1.69,83.69,0.41,200.8,27.19
01-04-2022 22:00,01-04-2022 23:00,85.33,298.81,99.47,4.82,13.49,0.64,2.03,85.25,0.55,199.96,26.8
01-04-2022 23:00,02-04-2022 00:00,77.73,284.91,122.35,4.6,15.49,0.65,1.52,87.04,0.37,209.89,26.53
02-04-2022 00:00,02-04-2022 01:00,74.33,275.68,119.06,7.48,15.46,0.65,1.93,88.84,0.4,230.9,26.3
02-04-2022 01:00,02-04-2022 02:00,68.08,252.85,112.17,8.15,15.11,0.61,3.62,89.82,0.43,256.24,26.08
02-04-2022 02:00,02-04-2022 03:00,70.47,242.4,76.83,11.53,13.49,0.53,3.99,89.7,0.4,270.45,25.92
02-04-2022 03:00,02-04-2022 04:00,69.81,270.85,56.22,21.36,12.72,0.48,3.5,88.58,0.45,288.34,25.92
02-04-2022 04:00,02-04-2022 05:00,72,257.15,61.67,26.71,12.06,0.49,4.19,86.75,0.42,283.71,25.94
02-04-2022 05:00,02-04-2022 06:00,74.16,271.08,64.13,25.95,11.93,0.4,3.21,86.83,0.36,265.32,25.72
02-04-2022 06:00,02-04-2022 07:00,78.11,278.01,66.95,26.09,11.64,0.51,2.54,86.4,0.39,209.69,25.82
02-04-2022 07:00,02-04-2022 08:00,74.07,278.75,64.73,21.12,11.25,0.45,5.57,84.48,0.49,233.46,26.28
02-04-2022 08:00,02-04-2022 09:00,75.65,256.96,58.42,18.4,10.96,0.43,9.93,77.92,0.78,146.82,27.89
02-04-2022 09:00,02-04-2022 10:00,73.06,254.3,69.46,21.74,10.99,0.43,11.44,68.34,0.58,196.13,30.65
02-04-2022 10:00,02-04-2022 11:00,77.6,280.9,62.33,32.89,10.52,0.46,17.41,62.76,0.87,209.22,32.13
02-04-2022 11:00,02-04-2022 12:00,81.47,272.03,62.36,34.72,9.85,0.43,19.76,63.22,1.09,256.73,32.49
02-04-2022 12:00,02-04-2022 13:00,78.58,274.89,63.67,30.49,10.31,0.42,22.75,64.16,1.08,269.16,32.53
02-04-2022 13:00,02-04-2022 14:00,75.47,264.95,50.94,30.91,10.58,0.45,22.47,64.2,1.19,271.74,32.6
02-04-2022 14:00,02-04-2022 15:00,72.13,260.85,47.35,33.04,10.75,0.42,23.14,64.04,1,250.8,32.58
02-04-2022 15:00,02-04-2022 16:00,67.8,246.78,48.08,36.93,10.76,0.4,21.57,57.65,1.21,281.93,32.96
02-04-2022 16:00,02-04-2022 17:00,68.68,226.8,47.79,34.39,10.44,0.36,20.59,54.45,0.96,291.47,32.78
02-04-2022 17:00,02-04-2022 18:00,64.47,209.17,48.03,36.4,9.07,0.38,17.28,58.85,0.7,257.09,31.45
02-04-2022 18:00,02-04-2022 19:00,63,220.88,48.88,35.71,9.27,0.36,16.22,66.83,0.51,239.17,29.28
02-04-2022 19:00,02-04-2022 20:00,63.27,210,59.29,35.33,9.54,0.4,6.75,71.16,0.56,253.43,28.43
02-04-2022 20:00,02-04-2022 21:00,64.27,210.03,71.53,27.62,9.74,0.4,5.14,73.29,0.45,203.84,27.93
02-04-2022 21:00,02-04-2022 22:00,63.67,212.89,80.73,22.57,10.47,0.45,4.08,75.61,0.46,239.77,27.66
02-04-2022 22:00,02-04-2022 23:00,59.2,204.94,73.87,20.47,9.55,0.45,8.71,76.62,0.76,207.33,27.36
02-04-2022 23:00,03-04-2022 00:00,55.95,199.97,72.07,18.32,10.64,0.41,7.79,78.27,0.72,214.12,27.14
03-04-2022 00:00,03-04-2022 01:00,54.87,197.17,80.54,19.71,10.72,0.44,3.66,80.52,0.49,282.88,27.03
03-04-2022 01:00,03-04-2022 02:00,60.53,211.97,79.92,20.71,11,0.42,5.97,82.29,0.54,296.29,26.75
03-04-2022 02:00,03-04-2022 03:00,60.93,209.87,77.05,18.81,11.03,0.4,6.08,83.76,0.47,219.41,26.45
03-04-2022 03:00,03-04-2022 04:00,58.27,199.99,78.65,14.62,10.97,0.38,9.02,84.69,0.47,221.89,26.21
03-04-2022 04:00,03-04-2022 05:00,58.33,198.96,80.68,12.9,10.48,0.41,7.05,85.55,0.47,290.72,25.84
03-04-2022 05:00,03-04-2022 06:00,57.27,196.12,82.15,12.86,10.45,0.45,4.64,85.78,0.49,178.89,25.57
03-04-2022 06:00,03-04-2022 07:00,59.6,205.22,87.4,15.95,10.26,0.47,2.99,86.34,0.48,126.4,25.45
03-04-2022 07:00,03-04-2022 08:00,61.62,224.8,93.6,13.43,9.99,0.51,4.3,85.7,0.46,171.5,26.05
03-04-2022 08:00,03-04-2022 09:00,59.53,207.47,89.53,13.75,10.48,0.5,10.64,78.99,0.94,123.5,27.51
03-04-2022 09:00,03-04-2022 10:00,71.47,240.94,84,14.64,9.59,0.5,18.65,69.02,0.78,161.62,30
03-04-2022 10:00,03-04-2022 11:00,69.73,235.9,67.8,24.45,8.84,0.52,29.1,57.95,1,221.18,31.97
03-04-2022 11:00,03-04-2022 12:00,69.53,227.07,61.3,34.37,9.29,0.51,39.17,58.68,1.06,234.97,33.11
03-04-2022 12:00,03-04-2022 13:00,70.2,236.06,51.08,45.65,7.59,0.59,38.65,58.57,1.38,257.56,33.88
03-04-2022 13:00,03-04-2022 14:00,66.13,240.62,37.73,46.42,7.53,0.51,28.91,47.49,1.07,275.18,34.53
03-04-2022 14:00,03-04-2022 15:00,59.92,207.11,35.61,44.95,7.97,0.45,16.82,42.26,1.8,281.04,34.87
03-04-2022 15:00,03-04-2022 16:00,58.27,217.14,39.01,42.01,8.56,0.5,14.25,44.15,1.42,294.61,34.43
03-04-2022 16:00,03-04-2022 17:00,58.2,226.66,36.02,39.53,8.62,0.47,14.71,50.2,1.41,291.92,33.45
03-04-2022 17:00,03-04-2022 18:00,54.93,195.85,31.04,41.57,8.19,0.47,9.4,56.4,0.93,284.99,32.17
03-04-2022 18:00,03-04-2022 19:00,51.2,182.87,32.28,39.28,7.95,0.43,7.89,65.89,0.79,293.88,30.04
03-04-2022 19:00,03-04-2022 20:00,49.8,170.97,43.73,33.25,8.43,0.47,4.04,74.75,0.64,292.46,28.66
03-04-2022 20:00,03-04-2022 21:00,52,168.07,53.55,28.23,8.65,0.58,2.52,77.87,0.53,283.93,28.25
03-04-2022 21:00,03-04-2022 22:00,52.53,173.88,67.77,26,9.01,0.58,1.88,79.78,0.48,271.57,28.03
03-04-2022 22:00,03-04-2022 23:00,52.93,162.93,75.68,27.14,9.35,0.61,1.77,80.79,0.43,264.75,27.76
03-04-2022 23:00,04-04-2022 00:00,48.93,157.01,81.89,25.57,9.64,0.62,1.96,82.66,0.35,240.27,27.53
04-04-2022 00:00,04-04-2022 01:00,46,157.96,79.22,22.54,9.58,0.55,3.62,84.1,0.43,231.07,27.33
04-04-2022 01:00,04-04-2022 02:00,46.8,155.05,80.06,19.14,9.56,0.49,9.97,84.27,0.44,213.5,27.28
04-04-2022 02:00,04-04-2022 03:00,47.67,158.81,79.48,19.48,10.43,0.45,16.34,83.85,0.41,220.16,27.28
04-04-2022 03:00,04-04-2022 04:00,44,144.85,82.75,16.21,9.68,0.45,8.6,84.17,0.4,265.76,27.16
04-04-2022 04:00,04-04-2022 05:00,42.12,132.03,88.45,17.25,9.5,0.42,4.81,85.29,0.34,215.4,26.72
04-04-2022 05:00,04-04-2022 06:00,37,133.91,92.86,13.52,10.4,0.41,6.73,85.46,0.35,185,26.65
04-04-2022 06:00,04-04-2022 07:00,39.7,126.55,101.48,12.88,10.55,0.4,3.74,85.58,1.11,119.94,26.88
04-04-2022 07:00,04-04-2022 08:00,49.67,175.16,110.37,13.01,11.23,0.5,6.03,84.09,1.2,120.27,27.23
04-04-2022 08:00,04-04-2022 09:00,56.73,189.21,106.8,15.38,10.12,0.49,5.97,80.22,1.19,122.48,28.47
04-04-2022 09:00,04-04-2022 10:00,56.27,204.97,107.42,17.52,9.71,0.43,7.06,71.35,1.17,162.05,30.8
04-04-2022 10:00,04-04-2022 11:00,59.38,202.03,94.95,19.94,8.15,0.42,12.17,62.43,1.14,173.25,32.78
04-04-2022 11:00,04-04-2022 12:00,65.47,205.02,84.63,29.81,8.73,0.54,16.42,61.9,1.14,270.64,33.9
04-04-2022 12:00,04-04-2022 13:00,60.8,206.94,66.95,39.77,9.33,0.57,22.53,65.38,1.43,295.21,33.46
04-04-2022 13:00,04-04-2022 14:00,53.93,201.44,52.75,39.12,9.54,0.54,23.67,63.9,1.5,287.19,33.4
04-04-2022 14:00,04-04-2022 15:00,48.87,161.85,43.81,35.43,8.97,0.52,21.15,63.63,1.37,290.27,33.58
04-04-2022 15:00,04-04-2022 16:00,41.93,148.82,39.06,31.57,7.35,0.39,11.71,64.11,1.14,284.5,33.53
04-04-2022 16:00,04-04-2022 17:00,37.95,132.96,36.85,29.68,7.35,0.41,10.79,67.17,0.96,276.74,32.81
04-04-2022 17:00,04-04-2022 18:00,35,129.97,36.95,27.08,7.52,0.4,6.62,71.69,0.73,265.95,31.41
04-04-2022 18:00,04-04-2022 19:00,36.6,127.06,36.73,25.54,7.46,0.43,5.74,77.78,0.53,260.4,29.78
04-04-2022 19:00,04-04-2022 20:00,37.8,130.82,44.36,20.11,7.76,0.49,3.74,81.91,0.57,237.53,28.71
04-04-2022 20:00,04-04-2022 21:00,29.53,114.92,50.05,16.41,7.99,0.45,2.65,82.91,0.52,238.49,28.57
04-04-2022 21:00,04-04-2022 22:00,29.67,107.89,50.91,14.83,8.09,0.4,4.02,83.35,0.78,218.41,28.35
04-04-2022 22:00,04-04-2022 23:00,26.53,98.07,53.14,15.1,8.11,0.44,4.07,83.61,0.6,223.6,28.27
04-04-2022 23:00,05-04-2022 00:00,28.27,103.03,51.86,16.12,8.27,0.45,5.2,83.8,0.59,220.36,28.21
05-04-2022 00:00,05-04-2022 01:00,29,105.94,54.69,14.22,8.58,0.35,6.31,84.4,0.57,216.72,28.15
05-04-2022 01:00,05-04-2022 02:00,29.54,101.97,56.08,11.67,8.28,0.32,8.61,84.57,0.62,218.75,28.01
05-04-2022 02:00,05-04-2022 03:00,32.33,100.19,59.15,10.25,9.14,0.31,6,84.58,0.55,229.68,28.03
05-04-2022 03:00,05-04-2022 04:00,37.6,116.94,60.91,11.54,9.14,0.32,3.76,84.83,0.33,251.28,28.08
05-04-2022 04:00,05-04-2022 05:00,39.6,112.86,62.8,13.14,9.33,0.32,3.52,84.81,0.29,187.28,28.09
05-04-2022 05:00,05-04-2022 06:00,33.27,103.44,70.27,12.63,8.77,0.35,2.67,85.23,0.64,98.69,27.84
05-04-2022 06:00,05-04-2022 07:00,38.48,143.19,87.19,12.92,10.04,0.44,1.85,85.38,1.2,120.52,27.85
05-04-2022 07:00,05-04-2022 08:00,48.33,156.9,90.63,9.3,9.58,0.38,2.46,86.32,1.83,128.28,28.05
05-04-2022 08:00,05-04-2022 09:00,39.93,147,95.44,11.32,9.57,0.36,2.08,81.43,1.46,149.79,29.16
05-04-2022 09:00,05-04-2022 10:00,37.27,146.92,93.61,14.11,8.8,0.38,4.25,74.83,1.97,152.63,30.65
05-04-2022 10:00,05-04-2022 11:00,37.73,140.1,86.28,17.38,8.89,0.43,5.67,70.8,1.12,205.57,32.42
05-04-2022 11:00,05-04-2022 12:00,38.87,148.95,82.19,19.48,7.48,0.43,5,70.16,1.02,273.31,33.16
05-04-2022 12:00,05-04-2022 13:00,41.6,144.85,73.18,21.48,7.29,0.43,9.16,67.91,1.3,278.42,33.83
05-04-2022 13:00,05-04-2022 14:00,35.09,134.04,63.32,23.15,7.45,0.47,13.48,64.48,1.05,281.77,34.29
05-04-2022 14:00,05-04-2022 15:00,38.73,136.85,51.18,24.14,7.73,0.41,7.19,63.02,1.13,273.14,34.43
05-04-2022 15:00,05-04-2022 16:00,36.67,124.13,43.34,24.17,8.21,0.4,6.76,63.47,1.22,291.65,33.89
05-04-2022 16:00,05-04-2022 17:00,33.53,135.77,37.62,26.03,8.52,0.43,5.68,68.42,1.15,289.29,33.32
05-04-2022 17:00,05-04-2022 18:00,35,115.19,35.54,26.72,8.02,0.48,5.02,73.23,0.87,283.51,31.51
05-04-2022 18:00,05-04-2022 19:00,36.07,131.99,35.49,30.94,8,0.51,3.35,75.17,0.59,266.25,30.01
05-04-2022 19:00,05-04-2022 20:00,37.93,130.85,45.05,26.55,8.64,0.55,2.65,81.13,0.43,261.16,29.23
05-04-2022 20:00,05-04-2022 21:00,34.29,118.05,55.91,22.3,9.03,0.54,2.4,82.18,0.48,222.19,28.8
05-04-2022 21:00,05-04-2022 22:00,32.2,121.86,56.31,21.78,8.93,0.58,2.54,82.98,0.97,212.17,28.57
05-04-2022 22:00,05-04-2022 23:00,30.27,109.01,63.82,19.13,8.62,0.63,2.41,83.29,0.83,202.32,28.58
05-04-2022 23:00,06-04-2022 00:00,30.47,109.97,59.96,16.77,8.63,0.55,3.58,84.67,0.82,221.39,28.33
06-04-2022 00:00,06-04-2022 01:00,29.27,107.12,57.16,16.17,9.02,0.53,3.52,85.58,0.75,222.46,28.21
06-04-2022 01:00,06-04-2022 02:00,31.6,117.83,61.66,15.45,8.87,0.5,2.97,85.43,0.84,205.56,28.25
06-04-2022 02:00,06-04-2022 03:00,34.15,105.88,61.08,13.98,9.5,0.42,4.08,85.5,0.68,228.16,28.08
06-04-2022 03:00,06-04-2022 04:00,28.46,98.85,63.96,10.52,9.03,0.4,5.55,85.56,0.79,223.14,28.12
06-04-2022 04:00,06-04-2022 05:00,26.2,88.1,62.17,14.29,9.39,0.44,5.7,84.39,0.71,217.02,28.03
06-04-2022 05:00,06-04-2022 06:00,25.33,97.02,63.88,18.56,9.2,0.42,4.36,83.79,0.62,199.94,27.96
06-04-2022 06:00,06-04-2022 07:00,28.21,98,63.35,18.34,9.44,0.33,5.08,83.37,0.65,214.37,27.99
06-04-2022 07:00,06-04-2022 08:00,26,98.11,65.99,20.3,8.81,0.35,5.36,83.11,0.83,206.73,28.26
06-04-2022 08:00,06-04-2022 09:00,28.67,108.33,85.84,15.62,9.61,0.39,4.38,83.44,1.47,144.31,28.99
06-04-2022 09:00,06-04-2022 10:00,35.47,137.8,84.59,18.48,9.28,0.39,6.04,77.62,1.43,155.98,30.14
06-04-2022 10:00,06-04-2022 11:00,37.43,120.32,80.03,22.36,8.13,0.38,7.5,69.69,1.04,200.26,32.26
06-04-2022 11:00,06-04-2022 12:00,44.07,142.89,73.83,24.27,8.7,0.37,9.96,67.31,1.04,274.56,33.27
06-04-2022 12:00,06-04-2022 13:00,34.67,133,61.27,27.52,9.76,0.42,10.66,65.42,1.45,288.5,33.63
06-04-2022 13:00,06-04-2022 14:00,32.53,133.02,54.53,28.8,9.71,0.41,9.62,66.97,1.64,289.77,33.42
06-04-2022 14:00,06-04-2022 15:00,32.93,134.72,50.47,24.31,7.36,0.41,9.17,65.93,1.46,298.33,33.48
06-04-2022 15:00,06-04-2022 16:00,32.13,115.43,47.69,30.38,8.41,0.51,7.37,63.8,1.24,285.74,33.67
06-04-2022 16:00,06-04-2022 17:00,40.64,153.98,45.49,31.23,7.01,0.56,5.15,66.09,1.26,294.83,33.13
06-04-2022 17:00,06-04-2022 18:00,45.07,152.07,36.94,30.31,8,0.48,4.74,73.16,1.18,297.6,31.08
06-04-2022 18:00,06-04-2022 19:00,37.53,156.67,34.03,27.59,7.61,0.52,3.93,79.91,0.96,292.5,29.53
06-04-2022 19:00,06-04-2022 20:00,39,127.02,45.59,23.94,8.18,0.6,2.21,82.39,0.49,262.56,28.95
06-04-2022 20:00,06-04-2022 21:00,38.46,129.05,62.08,20.42,8.41,0.62,1.76,82.96,0.56,253.43,28.77
06-04-2022 21:00,06-04-2022 22:00,35.93,132.58,65.27,19.61,8.82,0.75,1.81,86.53,0.69,289.08,28.35
06-04-2022 22:00,06-04-2022 23:00,32.21,103.17,69.44,16.5,9.5,0.76,2.01,87.29,0.46,224.46,27.95
06-04-2022 23:00,07-04-2022 00:00,31.32,115.09,87.23,13.62,9.89,0.8,1.63,87.27,0.33,268.15,27.88
07-04-2022 00:00,07-04-2022 01:00,32.6,122.64,91.63,12.35,10.17,0.86,1.64,88.9,0.33,256.26,27.6
07-04-2022 01:00,07-04-2022 02:00,25.21,90.82,89.35,12.35,10.56,0.7,1.64,89.41,0.39,261.12,27.48
07-04-2022 02:00,07-04-2022 03:00,23.27,77.87,90.19,9.11,10.54,0.66,2.55,88.21,0.43,232.39,27.5
07-04-2022 03:00,07-04-2022 04:00,22.93,65.99,84.72,10.05,9.93,0.51,3.87,88.14,0.37,215.03,27.15
07-04-2022 04:00,07-04-2022 05:00,20,65.02,82.69,12.23,10.88,0.58,3.67,88.57,0.28,163.15,26.78
07-04-2022 05:00,07-04-2022 06:00,22.93,67.43,86.29,12.84,10.69,0.59,2.17,89.81,0.35,186.42,26.71
